p_val,avg_log2FC,pct.1,pct.2,p_val_adj,gene
7.176546772633136e-193,0.2555550333159766,0.87,0.774,1.8722892875122588e-188,PIK3C2G
1.319133226162267e-192,0.6708171427385028,0.142,0.059,3.441486673734739e-188,MATN2
1.5748137504406926e-191,-0.5451122148473828,0.212,0.343,4.108531593524723e-187,DYSF
8.705451176718229e-191,-0.45983875726756385,0.388,0.52,2.271165157494019e-186,MASP1
1.679864185680677e-190,0.5000794618687138,0.556,0.429,4.3825976740223185e-186,ACSS2
1.2603887740776233e-189,-0.9105666474723342,0.043,0.125,3.288228272691111e-185,HSPA1A
3.3390303852848977e-189,-0.8091504283468121,0.07,0.165,8.71119637216977e-185,DNM1
7.0561966790627675e-189,0.6767832881602849,0.179,0.085,1.8408911516006854e-184,AL589669.1
2.0779367214504583e-187,-0.5173511742813892,0.269,0.4,5.421129112592101e-183,GRAMD4
1.1236789400320689e-186,0.49484007810741026,0.414,0.28,2.9315659866496647e-182,HPS5
5.644068389414347e-186,-0.6858921742873529,0.134,0.247,1.472481002114309e-181,TTC39B
6.2013123671236795e-186,0.31001803404640205,0.808,0.709,1.6178603834588966e-181,AFM
2.0852544908818105e-184,0.6902535659733737,0.142,0.061,5.440220441261555e-180,ABRACL
4.6465540579445836e-184,-0.7539595433921089,0.057,0.145,1.2122394881771624e-179,SULT1A2
2.4038208799613152e-181,0.5207283340911311,0.374,0.247,6.2713282937310755e-177,PKP2
4.0754450237987057e-181,-0.5274600745949765,0.303,0.429,1.0632428522588444e-176,SLC6A1
7.397658941351509e-181,-0.6464652841924785,0.286,0.396,1.929975241209195e-176,GK
9.426369180322617e-180,-0.2394504420007456,0.776,0.85,2.4592454554543676e-175,NR1H4
3.1773215672972716e-178,-0.3038269633004853,0.643,0.735,8.289314236921851e-174,TSPAN9
4.4581995779181096e-178,0.5714176311404195,0.485,0.36,1.1630996878830556e-173,LSS
1.590784850549846e-175,-0.7267706888940013,0.088,0.185,4.150198596599494e-171,NOCT
3.34194067584329e-173,0.47033594703707743,0.471,0.341,8.71878902920756e-169,NR1I2
1.924209876320405e-172,-0.35894234921874185,0.54,0.64,5.020071146332305e-168,VMP1
2.92584487995052e-172,-0.7177300687362063,0.144,0.251,7.633236707302911e-168,KLF6
1.9838719373654678e-170,-0.5653999639375511,0.175,0.291,5.175723497392769e-166,GABPB1-AS1
2.0350637706888594e-170,0.8097920200017563,0.383,0.27,5.309277871350165e-166,TPM1
2.228759694719129e-169,-0.8151546336477369,0.053,0.135,5.814611167552736e-165,CLIP2
7.171870367284043e-168,-0.4047352786787719,0.56,0.657,1.8710692601207342e-163,LBP
1.920358795022477e-167,0.3368596572323488,0.788,0.692,5.0100240603341405e-163,PNPLA3
2.6591689837850282e-167,0.4314096112711318,0.481,0.352,6.93750596179676e-163,CERS6
4.982589849664459e-166,0.4289258864771688,0.583,0.47,1.2999078658789608e-161,PKP4
5.274975574588071e-166,-0.21994716513473944,0.843,0.904,1.376188377654282e-161,C1R
9.844597280823644e-166,-0.45544394370793423,0.372,0.488,2.5683569845940804e-161,TTTY14
4.2934547987370207e-163,-0.2360935011782508,0.795,0.854,1.1201194224425014e-158,FNDC3B
5.098869548387309e-162,0.4726692694843464,0.375,0.254,1.330244076478765e-157,AL645568.1
8.104624451977821e-162,0.15242757644706773,0.947,0.921,2.1144154732764937e-157,ECHDC2
7.474201281179332e-161,-0.43760883464776795,0.563,0.631,1.949944372246876e-156,KIFC3
1.0185224142142601e-160,-0.5094817649340242,0.371,0.48,2.657223126443583e-156,SLC27A2
1.3757089596139158e-160,-0.6325619284014625,0.129,0.232,3.589087104736745e-156,CORO1C
1.4040629094865716e-160,-0.7697447510541593,0.079,0.167,3.6630597245595164e-156,COL26A1
5.99061879681099e-160,-0.7693319825745308,0.104,0.197,1.562892537900019e-155,AHR
9.684680506946686e-160,-0.3825459842505583,0.489,0.596,2.5266362974573208e-155,SQSTM1
5.098834315252324e-159,-0.629797664790182,0.12,0.221,1.3302348845061787e-154,CENPP
5.721290639619293e-159,-0.4169497830403819,0.522,0.619,1.4926275149702772e-154,LPA
1.3357483713113326e-158,-0.40561362607507423,0.307,0.452,3.4848339259141355e-154,P4HA1
2.4666484423708218e-158,-0.15429815178123607,0.89,0.923,6.435239121301237e-154,ITPR2
1.67726539132971e-157,-0.5601031888070797,0.212,0.327,4.3758176794400804e-153,FAM171A1
1.7031380786595436e-157,0.7450944226502738,0.174,0.09,4.443316933414883e-153,NREP
2.4519910038219534e-157,0.4495951555258386,0.523,0.406,6.396999329871094e-153,FDPS
2.4999545551895082e-157,-0.7067795520411191,0.092,0.184,6.522131439033908e-153,RCC1
3.053490720144333e-157,0.7192313306611711,0.463,0.362,7.96625193978455e-153,FASN
9.00757189597995e-157,-0.4662309837601972,0.408,0.512,2.349985431942209e-152,GOT1
8.513626105122696e-156,-0.39272074539188995,0.498,0.582,2.22111991456546e-151,PPARGC1A
9.693342067884613e-156,-0.34785047641260297,0.449,0.562,2.5288960120904166e-151,LDLR
1.6683503358587375e-153,-0.3861576608462919,0.461,0.576,4.35255919122186e-149,SEC16B
2.704706370301448e-153,-0.7176031182621991,0.166,0.266,7.056308449479448e-149,AP002026.1
4.502129907744898e-153,0.5719236212561032,0.255,0.154,1.1745606716315664e-148,AC010542.3
4.6209820513855805e-152,0.4293599730703256,0.442,0.316,1.2055680073859841e-147,HPGD
1.9095876722972594e-151,-0.5475641299254861,0.328,0.433,4.9819232782563203e-147,EPHX1
1.1960000665922668e-150,-0.7093096630583275,0.247,0.34,3.120244573732565e-146,LIMK2
4.183093472145902e-150,0.5996960467777506,0.431,0.325,1.0913272559481443e-145,AGT
5.010458410717908e-150,0.18824568106217066,0.892,0.828,1.3071784947721949e-145,GPC6
1.9978514061850423e-148,0.3486343135743178,0.616,0.488,5.212194533596157e-144,PDE4DIP
2.0456766581967194e-148,-0.6915097392667895,0.065,0.145,5.336965833569422e-144,ELOVL2
2.3325104820547168e-147,-0.18141992808644947,0.867,0.923,6.08528659663255e-143,WWOX
2.3855344195221873e-147,-0.5484618376442922,0.247,0.356,6.223620747091434e-143,AKR1C1
2.293928104667478e-146,-0.7279153367133024,0.086,0.171,5.984629032266983e-142,TMTC1
4.448262797649592e-146,-0.8156054911632098,0.037,0.103,1.160507281278802e-141,RAMP1
5.4226989743526465e-146,0.5988020302487622,0.208,0.118,1.414727935418862e-141,FRMD4A
9.320735830927734e-146,0.5312935226694513,0.239,0.142,2.4316867709307365e-141,ARRDC3
1.8592163865051913e-145,0.2999813461899216,0.728,0.611,4.8505096307533936e-141,PIK3R1
9.582056231114194e-145,-0.3558635148900719,0.571,0.655,2.499862650135382e-140,TBL1X
2.0643367049851248e-144,-0.7353910442311586,0.038,0.105,5.385648029635692e-140,LINC00470
2.772567723406631e-144,-0.41566835279384035,0.455,0.547,7.23335193359556e-140,PRKCE
2.9754396395994736e-143,0.09747687201488775,0.959,0.953,7.762624475751066e-139,GPHN
7.037877763191072e-143,-0.7052600905440383,0.091,0.177,1.8361119296389188e-138,VIL1
8.083752602830347e-143,-0.3068657499623678,0.679,0.751,2.1089702165524092e-138,SERINC5
1.2412781381177094e-141,0.5611328221751168,0.211,0.122,3.238370534535292e-137,PRELID2
5.284145193095104e-141,0.4007062658847511,0.533,0.416,1.3785806394265818e-136,APOC3
4.627673665912127e-140,-0.3806217152663829,0.435,0.538,1.2073137826998149e-135,TTC39C
4.947499896407576e-139,0.7119486263808712,0.143,0.071,1.2907532479737726e-134,BMS1P14
1.4340112899626238e-138,0.5144925358405827,0.136,0.064,3.741192054383489e-134,FBXO16
1.672081754258173e-138,-0.6106332891551354,0.063,0.14,4.3622940886841473e-134,AC093151.3
5.775787750374918e-138,-0.6495022540313657,0.106,0.194,1.5068452661953124e-133,JUN
1.1794649607554824e-137,0.3126101052623748,0.609,0.504,3.0771061361149777e-133,MTHFD2L
2.719702745386213e-137,-0.6343901104787242,0.074,0.153,7.095432492438091e-133,SPP2
8.758776762531801e-137,0.27706887822758386,0.806,0.674,2.2850772695769217e-132,TAT
9.014386647242262e-137,-0.2007721446099111,0.765,0.797,2.3517633323990336e-132,SIK3
2.3206032039621663e-136,-0.4670825762274733,0.374,0.473,6.054221698816896e-132,ITIH2
4.2374082523264045e-136,-0.5975788066932337,0.23,0.328,1.1054974389494357e-131,PKHD1
7.32525222665765e-136,-0.4385260353852789,0.435,0.52,1.911085053412714e-131,GCLC
1.1794121437682351e-135,-0.4949458141498473,0.175,0.279,3.076968341876949e-131,DUSP1
7.298061775948701e-135,-0.30344449065396445,0.599,0.676,1.9039913367272565e-130,CGNL1
6.588409656942996e-134,-0.2993241591568663,0.612,0.701,1.7188501953998584e-129,SNRNP70
2.5745407065827273e-133,0.3882313710309442,0.332,0.221,6.716719249403677e-129,FMO4
5.3716962899706395e-133,-0.35950816864115565,0.547,0.626,1.4014218450904402e-128,HMGCS2
1.3148304011659182e-132,0.48536473362800836,0.353,0.245,3.430261033601764e-128,SMC6
1.2183091262543022e-131,0.3982143118255447,0.563,0.448,3.178446679484849e-127,TBC1D2B
1.028073896539123e-130,0.4017993249789851,0.201,0.114,2.682141988680918e-126,ZIC1
2.0022304561295024e-129,0.5530240018241717,0.206,0.121,5.223619036996258e-125,SULT1B1
9.043680002043977e-129,-0.4600749694254306,0.306,0.406,2.359405675733253e-124,FRY
3.286457139431907e-128,0.38862634165154697,0.529,0.427,8.574038031063903e-124,XRCC5
6.200422375034282e-128,0.5130993797229907,0.305,0.208,1.6176281934226938e-123,HARS
8.105661924714505e-128,-0.20139372233176733,0.813,0.859,2.114686139538767e-123,PTGR1
9.464090552954114e-128,-0.6303476318581211,0.176,0.267,2.4690865843601987e-123,AKR1C3
1.0307100936091107e-127,0.31098046882189556,0.621,0.512,2.689019563216809e-123,LINC02499
1.309787850635577e-127,-0.20704769232624376,0.575,0.688,3.4171055235231565e-123,GSE1
2.617722345046506e-127,-0.30518992985104054,0.582,0.668,6.82937582599183e-123,DANT2
6.32239161887777e-127,0.27613677075193716,0.736,0.633,1.6494487494490215e-122,AZGP1
8.963708197275192e-127,0.61824645325077765,0.112,0.051,2.338541831587125e-122,NEK10
2.8909512929844477e-126,-0.48179303103574656,0.202,0.302,7.542202828267126e-122,MTSS1L
3.107840235329648e-126,-0.39074998196339195,0.4,0.504,8.10804438995152e-122,CES1
3.269000159442229e-126,0.37121176731143074,0.475,0.357,8.528494515968833e-122,RBL2
5.158431584597724e-126,-0.2710697782053272,0.628,0.713,1.3457832161057e-121,MACROD2
7.044769918604153e-126,0.656576076881392,0.111,0.05,1.8379100240646374e-121,EDA
1.1537021255312263e-125,-0.6478777956241673,0.041,0.104,3.009893475298416e-121,AC078980.1
2.7009157270247044e-125,-0.4710194762149455,0.353,0.448,7.046419040234751e-121,UGDH
2.8306052013657547e-125,0.3565617861317362,0.477,0.363,7.384765909843117e-121,LINC02362
3.6961119246454127e-124,-0.40112670846602905,0.583,0.628,9.642786400207418e-120,GALNT2
3.720061889812251e-124,-0.20164613839729068,0.672,0.76,9.705269464331181e-120,SLC22A7
7.045661077755523e-124,-0.22568505829966184,0.623,0.706,1.8381425185756383e-119,LRP5
1.1442059165044131e-123,0.22700753590832845,0.854,0.781,2.9851188155683636e-119,CHD9
1.8501073257243006e-123,-0.32131030011341644,0.315,0.433,4.8267450020821275e-119,LINC01348
3.128103349825656e-123,-0.3649996635841112,0.217,0.322,8.160908829360154e-119,VCL
3.4138248001506796e-123,0.5604371426245249,0.211,0.127,8.906327521113108e-119,PRKD1
4.7615695421926284e-123,0.31792647534091983,0.469,0.345,1.2422458778626348e-118,NUGGC
8.583199175719495e-123,-0.29325372782622444,0.415,0.532,2.239270832953459e-118,APOC1
3.111431552201515e-122,0.5772575633384485,0.241,0.154,8.117413776538533e-118,APOA5
3.22852789819275e-122,0.3878923011501457,0.625,0.556,8.422906433595065e-118,SH3PXD2A
4.0799587676762695e-122,-0.23103350578353354,0.773,0.815,1.064420442899062e-117,MYRIP
1.1655966576927575e-121,-0.2677350086770143,0.253,0.365,3.040925120254635e-117,IQSEC1
2.6633651966908837e-121,-0.4024898663689346,0.286,0.39,6.948453461646846e-117,TGM2
5.294291128968396e-121,-0.4171064909904394,0.425,0.509,1.381227612636565e-116,GREM2
1.0093976762166423e-120,-0.5139470152542569,0.074,0.149,2.633417597481598e-116,GAB2
1.9045289549134704e-120,-0.5612802872399851,0.107,0.189,4.968725590473753e-116,JUND
2.7455865988579537e-120,-0.6969227544658594,0.102,0.181,7.162960877760516e-116,FAM169B
7.453732806979181e-120,-0.34863246773813644,0.594,0.64,1.9446043520127984e-115,CYP2B6
1.5528608626171572e-119,-0.3199981358584606,0.558,0.64,4.0512587044819015e-115,SLC38A2
1.6550866115471778e-119,0.3039141900474698,0.571,0.455,4.317955460865432e-115,AL583836.1
1.857955746288632e-119,0.6376337330572523,0.102,0.046,4.847220746492412e-115,ZPR1
1.0550760671372074e-118,-0.25109033716091583,0.675,0.745,2.7525879515542606e-114,MSRA
2.203306180539943e-118,0.598901158556495,0.119,0.057,5.748205494410658e-114,AC091114.1
7.759536373446395e-118,-0.5234703747363016,0.065,0.136,2.02438544446843e-113,ACTG1
2.089348979269679e-117,-0.21346443478542387,0.763,0.809,5.450902552016666e-113,PRKCA
4.0286783173737075e-117,0.20689446264775047,0.918,0.872,1.0510418862196265e-112,ACACB
5.3258924152909334e-117,0.4061102387398361,0.365,0.262,1.3894720722252515e-112,EPB41L4B
8.978550467708022e-117,-0.5946160400852305,0.105,0.185,2.342414031520346e-112,TCIM
2.5256039663468833e-116,-0.4701370074638096,0.218,0.314,6.589048187802384e-112,FAM102A
1.3601686908394603e-115,-0.4017455048245603,0.403,0.497,3.548544097531068e-111,CXCL2
2.055975208182249e-115,0.4271917737581721,0.37,0.268,5.363833720626669e-111,TANC1
5.945861108107264e-115,-0.5179673666052258,0.17,0.261,1.5512157044941042e-110,MT1E
1.8829567306045124e-114,-0.26562039637884094,0.664,0.727,4.9124458144741126e-110,SPIDR
8.692508899690706e-114,-0.24476492344774392,0.65,0.719,2.267788646840308e-109,AGAP1
1.1936333048533048e-113,-0.5765340405879726,0.096,0.172,3.114069929031787e-109,GBP1
1.6109383267143686e-113,-0.3463356624362472,0.481,0.568,4.2027770005651163e-109,MAGI2
3.582304827646427e-113,-0.5831779584362962,0.162,0.247,9.345875064846764e-109,AC022816.1
1.0196096417831938e-112,0.42767122266820407,0.482,0.387,2.6600595944481744e-108,SLC25A33
1.2322692943975055e-112,0.4079473275125738,0.213,0.13,3.214867362153652e-108,AL354707.1
1.5953050887546742e-112,0.47658246007331306,0.151,0.082,4.1619914460520695e-108,SKAP2
1.6791124763768028e-112,0.4120802359928033,0.323,0.225,4.380636539619441e-108,TMOD1
8.824514681152172e-112,0.46515638556975847,0.232,0.147,2.30222763516579e-107,AP001636.3
1.2846173375498967e-111,0.25388571278888467,0.746,0.647,3.3514381719339254e-107,NAMPT
3.118147656826431e-111,-0.2782865070068036,0.628,0.695,8.134935421894476e-107,MYO1E
6.1492321637734994e-111,-0.3888462530720877,0.393,0.488,1.6042731792068681e-106,ABCA8
7.436784171505444e-111,0.46343623393394995,0.185,0.109,1.9401826225040554e-106,NOL3
7.687690532459333e-111,0.26976541860314807,0.733,0.649,2.0056415830133154e-106,TDO2
3.418514502328269e-110,-0.20666473083066078,0.575,0.674,8.91856248512422e-106,ASS1
7.195462664407681e-110,-0.3425494348283462,0.403,0.503,1.87722425451732e-105,BTBD9
8.683839022999314e-110,0.2312036605557809,0.812,0.668,2.265526762710291e-105,ERRFI1
3.674519453809259e-109,-0.41995006156586334,0.211,0.307,9.586453803042977e-105,C16orf45
5.274181311656668e-109,0.4794511981094587,0.217,0.136,1.375981162398108e-104,FAM9B
5.383345870744335e-109,-0.3589321734632894,0.465,0.55,1.4044611042184894e-104,AGFG2
5.959271285596632e-109,0.4821799441452137,0.281,0.192,1.5547142856993053e-104,HORMAD2-AS1
6.918934010524979e-109,0.5656580358534666,0.159,0.09,1.8050806940058617e-104,PCDH9
9.01843352096195e-109,-0.4161802362100614,0.272,0.368,2.352819121283763e-104,TMEM123
1.5248193513828203e-108,0.43949240733350436,0.37,0.271,3.97810120582264e-104,TNS2
1.5502760674575097e-108,0.5253550998373822,0.126,0.064,4.044515232389897e-104,SULT1E1
3.464011527073013e-108,-0.5730310043703133,0.087,0.159,9.037259672980783e-104,RFX2
1.522385668230852e-107,0.2500742143116461,0.817,0.745,3.9717519698474695e-103,KNG1
1.556826792504107e-107,0.42230747641134014,0.271,0.181,4.061605418963965e-103,RFTN1
4.1957755165905164e-107,0.4907079727741637,0.294,0.205,1.0946358745232998e-102,XIST
9.560518472521051e-107,0.370031298485498,0.415,0.315,2.494243664296017e-102,SH3RF2
1.645085693760457e-106,-0.1515231784326756,0.792,0.833,4.291864066451656e-102,POR
2.2470456854443856e-106,-0.6110126121504502,0.058,0.12,5.862317488755858e-102,DAPK2
1.5039809201911449e-105,0.17783396100901427,0.902,0.852,3.923735822686678e-101,SCP2
3.8443893228037854e-105,0.46325420132662765,0.271,0.185,1.0029627304262796e-100,AL592183.1
1.03267785318562e-104,-0.33978070196774296,0.47,0.546,2.694153251175964e-100,STAU1
2.1695019083950656e-104,0.4068028442610516,0.35,0.256,5.660013528811886e-100,MME
3.3600694534739066e-104,-0.266266403156461,0.614,0.678,8.766085197168075e-100,DLG2
3.542537848773422e-104,0.3234825949970276,0.492,0.387,9.24212699366498e-100,SELENOP
1.1061488401232406e-103,-0.41766063072761994,0.224,0.317,2.8858317089975224e-99,ATP1B1
2.645294125924632e-103,-0.6039778802278271,0.111,0.185,6.901307845124772e-99,ITPR1
3.246146596064861e-103,-0.42914375032634455,0.382,0.458,8.468871854473615e-99,LINC00598
3.5871064139528556e-103,-0.4158855453196654,0.288,0.384,9.358401923361605e-99,AHSG
3.8181784303954044e-103,0.552646126963501,0.151,0.085,9.961245707058571e-99,CDHR2
4.178355952582658e-102,0.35803578298315597,0.408,0.309,1.0900912844692897e-97,CDHR3
5.046389603492421e-102,-0.6056063775076945,0.075,0.141,1.3165525836551379e-97,ZSWIM5
7.261685845923934e-102,-0.3051136678003609,0.519,0.596,1.894501220343095e-97,ZFHX3
2.0172819225261857e-101,-0.44436350562429516,0.334,0.414,5.262886807678566e-97,ALDH1A1
4.3848119237186375e-101,0.26532213840172514,0.651,0.559,1.1439535827789554e-96,NCKAP5
7.921625077151445e-101,-0.2040556382352926,0.589,0.679,2.0666727663780405e-96,CA5A
9.596461810528765e-101,0.4731190346880152,0.155,0.089,2.5036209217488497e-96,MICA
1.1553718168233636e-100,-0.5261473280270095,0.106,0.179,3.0142495329104735e-96,DNAJA1
1.268724760350745e-100,0.5239232168492629,0.167,0.099,3.309976027279059e-96,AC093725.2
1.7180416890532372e-100,0.136211115814604,0.883,0.885,4.4821989625709905e-96,ALB
3.317265338005616e-100,-0.25495402796614725,0.456,0.552,8.654413540322852e-96,PITPNM2
4.772743457550337e-100,-0.6150390767021907,0.046,0.101,1.2451610406403075e-95,SPINK1
1.1427046624950697e-99,0.2668220892329395,0.704,0.623,2.9812021939833876e-95,MYLK
